Bank Name,Bank ID,Account Number,Entity ID,Entity Name
National Bank of Fairfield,1807,817238770,8012AB690,Sole Proprietorship #16497
Canada Bank #21,135558,80D30C3F0,8010B2B60,Sole Proprietorship #45189
Dawn Trust Bank,115114,808C8D5F0,8004854E0,Partnership #54923
National Bank of Columbus,12,800500700,801340BE0,Sole Proprietorship #15640
Netherlands Bank #365,24455,807D7C280,800953080,Sole Proprietorship #28731
Brazil Bank #27,149453,812ABE780,80126CD40,Partnership #15551
Brazil Bank #37,49096,81247E500,801263DC0,Sole Proprietorship #10894
National Bank of Columbus,12,803500710,800DC6610,Corporation #15659
National Bank of Billings,531,800710890,8000E13E0,Partnership #16301
Japan Bank #57,215620,806652320,800EA65C0,Corporation #7039
National Bank of Columbus,12,804700720,800CF9CC0,Sole Proprietorship #38526
Canada Bank #21,135558,80D90C230,8010B4480,Sole Proprietorship #45537
Saudi Arabia Bank #1309,365904,81892A940,8013C9CA0,Corporation #51259
Brownstone Federal Bank,32010,808668440,801090360,Corporation #8494
Canada Bank #36,235735,80E6C6AC0,8010D5D70,Partnership #45579
Heath Community Bank,117916,814564F40,8004FF6C0,Corporation #25901
Savings Bank of the North,3653,8017723C0,8002B1D60,Partnership #56010
National Bank of Albany,2175,8010C3EC0,8001D23A0,Corporation #2542
Bank of Huron,33296,80CC10950,8011FBF70,Corporation #5157
Brazil Bank #15,49865,8126965D0,80128AB00,Sole Proprietorship #10306
First Bank of Lincoln,24633,802D01DD0,8002E4880,Corporation #5256
Capital Trust Bank,344106,810701460,8014FEC10,Partnership #9675
Saudi Arabia Bank #8,263025,81871B9F0,8013DFB80,Corporation #7140
Canada Bank #18,10,80D000470,801094280,Partnership #51679
Flagstone Federal Bank,5571,8043AE0F0,80031AEA0,Partnership #6711
Savings Bank of Springfield,2860,800BD9770,8000F5F40,Corporation #1833
Hearthstone Savings Bank,118840,81AB01D80,800F30E90,Corporation #60124
India Bank #26,5,800080300,800F07540,Sole Proprietorship #41667
Bank of Augusta,19325,808D5BF00,8005506A0,Partnership #12406
Switzerland Bank #53,253721,8142F8D10,8012FEFE0,Corporation #10936
Switzerland Bank #42,52914,8139F5890,8012DC430,Partnership #11061
Italy Bank #134,15400,802561590,8009AED40,Partnership #56528
First Bank of Butte,5394,8021A8890,8003143A0,Partnership #4587
Brownstone Cooperative Bank,31783,805EE1220,80136B520,Sole Proprietorship #5993
Germany Bank #15,2514,800A4E8A0,8009A09A0,Sole Proprietorship #27122
Slovakia Bank #80,23140,80A1533B0,80087C000,Corporation #32585
Savings Bank of Watertown,1889,800B3B130,8001A0B80,Partnership #2194
Sunrise Thrift,355663,81A36A640,801390520,Corporation #21115
India Bank #1737,324521,80ED9D540,800F011C0,Partnership #55710
Crytpo Bank #27,269294,81ABDF6C1,8000FBB80,Corporation #49952
Switzerland Bank #29,154265,814DD4D40,8011C9B70,Corporation #48861
Germany Bank #132,7522,801DEB0C0,800A0EEA0,Corporation #31501
Canada Bank #32,236335,80E659640,8010FC7D0,Corporation #55911
Japan Bank #39,29592,80689CDC0,800E7E3A0,Corporation #42842
France Bank #52,12503,814406A40,800917C20,Partnership #64005
National Bank of Philadelphia,1231,801926650,801282DA0,Corporation #91
Saudi Arabia Bank #24,63834,817A4ACD0,8013FBB80,Sole Proprietorship #18707
Japan Bank #45,29572,80679C3D0,800E78920,Corporation #42780
Ireland Bank #44,17694,8040A8ED0,800A75FE0,Corporation #67980
Germany Bank #145,6269,80DB43F50,800A21D40,Corporation #34731
Savings Bank of Watertown,1889,80153B150,8001A2560,Sole Proprietorship #52625
Savings Bank of the North,11255,800ADFA50,80012A5C0,Partnership #2824
Flagstone Credit Union,215191,814AC4A60,801359660,Sole Proprietorship #24994
Spain Bank #305,215820,810A587E0,80097A000,Corporation #32888
Spain Bank #567,34263,802B2EA60,800A571E0,Sole Proprietorship #27891
Brazil Bank #50,248575,8129D7E60,80123B8D0,Sole Proprietorship #6158
China Bank #37,5893,8033B8360,800D1A760,Partnership #37146
Brazil Bank #3,248756,8120DDBF0,801208FE0,Corporation #48389
Germany Bank #34,423,80038D270,80083E6A0,Sole Proprietorship #27239
Savings Bank of the North,11255,8052DF980,801394750,Sole Proprietorship #6947
Mountain Federal Bank,2196,801144800,8013B5FC0,Sole Proprietorship #2958
Bank of Phoenix,110777,804385E80,8003F84A0,Sole Proprietorship #6878
National Bank of Miami,28625,8056FEA80,8003C3AC0,Corporation #55301
Savings Bank of Providence,129050,80C640F10,800652280,Partnership #18925
National Bank of Indianapolis,3389,804869C90,800285C80,Corporation #7258
China Bank #5,15,803C005A0,800E2AA30,Sole Proprietorship #37844
Canada Bank #18,10,80D080720,8010943A0,Corporation #46214
France Bank #960,247192,81472CE20,800C883B0,Sole Proprietorship #35399
Germany Bank #141,12202,80107D720,8008E6E60,Corporation #28749
Slovakia Bank #45,1776,8005B7A30,8008938E0,Corporation #28363
Netherlands Bank #27,498,80130FB30,800856C20,Partnership #27293
Slovakia Bank #4,14,801980530,80081F540,Sole Proprietorship #66846
National Bank of Omaha,121007,80B7C55B0,8005860A0,Sole Proprietorship #15046
Savings Bank of Albany,221100,80827D440,80059C460,Sole Proprietorship #51281
India Bank #32,23544,8090DFE50,800F073C0,Partnership #41179
Canada Bank #17,235889,80E14BAD0,8010DBFF0,Corporation #46743
France Bank #7,1595,8003B1FD0,800869B60,Sole Proprietorship #27253
Bank of Indianapolis,18890,8073CE750,8003CCC20,Corporation #16085
Savings Bank of Helena,25242,802594F50,80030F700,Partnership #4867
Savings Bank of the North,8801,80B1132E0,801074AF0,Sole Proprietorship #3814
Savings Bank of Lacrosse,131099,80EF80FE1,8014061E0,Sole Proprietorship #521
Italy Bank #6,11314,802CE1B60,800A42FA0,Partnership #28171
Germany Bank #23,11437,802A654E0,800BC80F0,Sole Proprietorship #27454
Brazil Bank #21,249331,81286FBE0,8012734A0,Partnership #47784
Spain Bank #968,235373,80FFBB4E0,800C33CD0,Sole Proprietorship #33779
Germany Bank #121,1390,8010AB560,8008BC340,Corporation #28763
Savings Bank of Newport,116648,80863D670,800C81130,Sole Proprietorship #1733
Finland Bank #82,215505,805F4EAF0,8008F05A0,Partnership #27398
Australia Bank #27,241503,80F6FADF0,801185B80,Partnership #658
Bank of Arkadelphia,31694,80C4DE570,800689F40,Corporation #16115
First Bank of the West,11337,80CE626F0,800410D80,Partnership #16015
Canada Bank #0,8,80D300680,80110EF10,Sole Proprietorship #45063
Japan Bank #46,23,806280900,800E51BB0,Corporation #54690
Germany Bank #40,5724,8041B2C90,800B3FB40,Partnership #15755
Savings Bank of Madison,11,802280710,800921500,Corporation #29155
Russia Bank #21,16,80D300A90,8010A1030,Partnership #44810
First Bank of the East,212518,806071190,80042F900,Partnership #8828
Oak Savings Bank,23410,8059DBB90,800291B40,Corporation #19979
Bank of Miami,12063,8047F8D20,8013DDF60,Sole Proprietorship #7338
Canada Bank #32,236335,80DED9520,8010FF370,Sole Proprietorship #46270
Japan Bank #296,17180,806618CA0,800EBA140,Corporation #23888
Crytpo Bank #130,270392,81A381EB1,8001A7780,Sole Proprietorship #51014
Mexico Bank #17,113,815903A30,80132E910,Sole Proprietorship #49430
National Bank of New York,31635,81925CB30,800687920,Sole Proprietorship #59420
Israel Bank #165,358472,815C426C0,80138E9E0,Partnership #49294
First Bank of Laramie,226660,80DEAB0C0,801335E60,Partnership #2704
Germany Bank #85,24070,8019F01C0,80096E700,Partnership #27629
First Bank of Boston,27234,80B6533C0,800386300,Partnership #52146
Crytpo Bank #13,169804,81A1BA4D1,8015B10D0,Partnership #953
India Bank #266,224574,80A0E9DD0,800F95810,Partnership #68824
Bank of New Orleans,24317,8063F7C50,8002DB9C0,Sole Proprietorship #55459
The Pine Thrift,349,80080AC50,8000B9460,Partnership #51906
India Bank #83,225606,809D0A1E0,800FDE0B0,Corporation #43984
Portugal Bank #122,22264,8012B7EE0,8009086C0,Sole Proprietorship #27682
National Bank of Columbus,12,8001004E0,80007BB30,Partnership #66
Crytpo Bank #80,171723,81BAF6771,8005A03E0,Sole Proprietorship #61123
Crytpo Bank #36,169309,81A8AAC71,8003706C0,Partnership #53322
Saudi Arabia Bank #4,216,817206EF0,8013CAA20,Corporation #4606
Israel Bank #34,257433,81546CE70,80133E180,Sole Proprietorship #9017
Switzerland Bank #7,112,813603AF0,8012BE750,Partnership #5552
Slovakia Bank #4,14,810E805F0,8011CB760,Sole Proprietorship #4823
India Bank #47,126843,80A17BF70,800FD3190,Corporation #44572
Bank of Bridgeport,36096,80D568300,8010DDE10,Corporation #46407
Switzerland Bank #53,253721,814E78F90,8012F4530,Corporation #48852
India Bank #73,224257,8098E0390,800EF3B20,Corporation #43513
Italy Bank #62,24643,80F102290,800ACDA80,Partnership #31762
Savings Bank of Columbus,22364,80633AD10,8013F7C60,Partnership #9213
Italy Bank #6,11314,8029E1A10,8008B6500,Sole Proprietorship #30313
National Bank of Springfield,136580,81A72C110,8006E3E60,Corporation #70097
Hilltop Credit Union,18747,8061C9E90,8003B5E40,Partnership #9029
Brazil Bank #17,214,81BC86831,80050C700,Partnership #50309
Germany Bank #106,3,8003802B0,800B9DB60,Sole Proprietorship #21039
First Bank of Philadelphia,19229,806058DB0,8003DE220,Sole Proprietorship #8963
Bank of Detroit,15640,804C68F30,800326280,Corporation #7476
First Bank of Danbury,20,800480940,80115D1A0,Sole Proprietorship #12874
Switzerland Bank #27,253428,813BEF940,8012ED3B0,Sole Proprietorship #6199
Switzerland Bank #28,152768,813626340,8012C3210,Sole Proprietorship #15412
First Bank of Danbury,20,800780940,800059720,Partnership #12000
India Bank #85,72,808A02750,800F15930,Sole Proprietorship #41767
India Bank #2,25,805C00FE0,800F011C0,Partnership #55710
National Bank of Milford,23319,8041D88E0,800279340,Corporation #6644
Crytpo Bank #83,169335,8197AB801,8015B10D0,Partnership #953
UK Bank #11,33846,80C721880,801085EE0,Sole Proprietorship #22624
Italy Bank #113,14195,80743BA00,800CA6690,Corporation #31044
Saudi Arabia Bank #34,263431,8184A8000,801408AC0,Partnership #3779
Germany Bank #1058,129044,80EF40980,800BD5F10,Partnership #35728
France Bank #43,115332,808214180,800B04B40,Sole Proprietorship #58479
Heath Cooperative Bank,149329,81483AB00,80077EB40,Sole Proprietorship #21874
First Bank of Philadelphia,19229,80C158D00,8003E0020,Corporation #15955
National Bank of Fairfield,1807,807F38400,80018E280,Corporation #4656
Crytpo Bank #14,69314,81A3F6291,8015B10D0,Partnership #953
Mountain Bank,3408,8003EABA0,8011FAE90,Sole Proprietorship #7819
France Bank #1988,123520,8166143A0,80092B3C0,Corporation #31234
Japan Bank #42,18,817200AA0,8013C09A0,Partnership #20186
Switzerland Bank #73,253402,813AEEEA0,8012E7850,Sole Proprietorship #5194
Germany Bank #272,17102,8089164B0,800B27440,Corporation #66580
Bank of Indianapolis,11046,8007D90B0,8000FDFA0,Corporation #51394
China Bank #49,27,804080E40,800D00E80,Partnership #37878
Italy Bank #127,1720,801AB5FC0,8008828C0,Sole Proprietorship #28104
Crytpo Bank #71,270575,81AF87451,8006D12E0,Partnership #50307
Brazil Bank #149,349333,811FA4950,80121E770,Sole Proprietorship #47970
India Bank #2,25,80C400F50,801081E60,Partnership #44400
Germany Bank #34,423,80088D050,800A0FD40,Partnership #26888
Italy Bank #6,11314,800EE1AD0,8008B2D80,Corporation #50586
First Bank of Hartford,1422,80022C4D0,8000D58A0,Corporation #259
Spain Bank #1744,319327,809BFAC60,800B190C0,Sole Proprietorship #59632
Crytpo Bank #33,268792,81994FFE1,8015B10D0,Partnership #953
Japan Bank #45,29572,80401C1E0,800E59D40,Corporation #42470
France Bank #112,3671,80A472860,800823140,Partnership #30140
Germany Bank #281,17059,804D95260,800A505C0,Corporation #54701
Germany Bank #19,1768,8004B77E0,8008896C0,Partnership #26867
Willows Federal Bank,4187,808702E60,8002CC060,Corporation #12463
Crytpo Bank #14,69314,819EF62F1,8000B8B60,Sole Proprietorship #55343
Spain Bank #36,6681,802DD0F70,8008C45E0,Partnership #27427
Bank of Detroit,11305,807861770,80040B6C0,Partnership #10995
Brazil Bank #1,49014,8126FBF00,801093480,Sole Proprietorship #48001
UK Bank #22,233282,80CAFA500,8010765B0,Corporation #46041
Japan Bank #36,215278,805A47300,800E91500,Corporation #23279
Netherlands Bank #384,32125,80BC6BA80,800C11DB0,Partnership #32359
Mexico Bank #24,245729,810E7F490,8011E9B10,Sole Proprietorship #47649
India Bank #59,128682,80E235120,800FF8200,Partnership #60099
First Bank of Hartford,138580,81266AE20,80070D120,Partnership #59539
National Bank of the West,221024,80AE7B430,801262180,Sole Proprietorship #14477
China Bank #76,19931,803DEE9B0,800DC5590,Sole Proprietorship #37194
France Bank #58,17036,807714230,800A47880,Sole Proprietorship #15606
Italy Bank #18,0,800280430,80080DD00,Sole Proprietorship #30904
Desert Savings Bank,21393,80561CCB0,800150320,Corporation #8002
Japan Bank #57,215620,8064D2640,800E68B60,Partnership #64856
Switzerland Bank #21,253379,8142EE5D0,8012E6B70,Sole Proprietorship #23559
Mexico Bank #40,146477,810E612D0,8011FC470,Partnership #72765
Germany Bank #40,5724,8106B2A60,8009F6B60,Corporation #35495
Brazil Bank #148,349519,81202A3F0,801208FE0,Corporation #48389
First Bank of Huron,2692,8152D4670,8012B4E40,Sole Proprietorship #17893
Portugal Bank #65,118763,80B77F100,800B36B40,Corporation #37968
Savings Bank of Seattle,324425,81621A000,801535E70,Corporation #23643
Australia Bank #26,40989,810500A00,8011499E0,Sole Proprietorship #47488
China Bank #9,110080,803CF0480,800D8A950,Partnership #37722
Greece Bank #8,600,801612880,8008772C0,Partnership #27393
Crytpo Bank #69,69521,81ABFCC11,8006D12E0,Partnership #50307
Brazil Bank #17,214,812706F90,80120E140,Sole Proprietorship #48354
Italy Bank #524,230153,819818020,80093A6A0,Sole Proprietorship #30662
Canada Bank #28,17,813600C30,801308260,Corporation #49089
France Bank #133,25788,804B25AB0,800998D60,Partnership #29643
First Bank of Portland,22106,80DDB29B0,80155EFF0,Sole Proprietorship #17477
India Bank #3,24713,809504030,800F96C10,Corporation #66242
Bank of Topeka,330989,81A3E7240,800D26900,Corporation #61444
Mexico Bank #24,245729,810E7F440,8011E9C90,Partnership #47045
France Bank #71,27436,8049592C0,800A71760,Partnership #29678
Regents Federal Bank,251854,81723E3C0,80078F660,Sole Proprietorship #24059
China Bank #13,29844,808C24ED0,800D93090,Partnership #7320
National Bank of Fairfield,1807,804438350,80018C9C0,Corporation #6883
Bank of Indianapolis,11046,800C597D0,8000FF200,Sole Proprietorship #2155
Japan Bank #1060,315669,808408E60,800E5B7D0,Corporation #42423
Slovakia Bank #45,1776,800DB7CE0,800AFE140,Sole Proprietorship #13127
Savings Bank of Portland,27175,805551770,8015511B0,Sole Proprietorship #1349
Oak Bancorp,20592,814983CF0,8005846A0,Sole Proprietorship #21959
Bank of Milford,317014,813832E00,8014F4CB0,Sole Proprietorship #14829
China Bank #28,15168,8042DA500,800CF4A40,Corporation #39460
Portugal Bank #114,6058,80283D000,800B850C0,Corporation #24369
Arbor Federal Bank,22481,80243ED80,80129F3A0,Partnership #4762
Switzerland Bank #32,253851,81507C880,801301DC0,Partnership #12489
Germany Bank #6476,34474,80D835010,800B681C0,Corporation #58428
First Bank of Danbury,20,819500F11,8003706C0,Partnership #53322
First Bank of Albany,18671,80BD47290,8013B6320,Corporation #7251
Australia Bank #58,41335,80FB0BE90,801164680,Partnership #65647
National Bank of Seattle,224,800107510,800087CA0,Partnership #209
UK Bank #3,24,80C380920,800F318D0,Corporation #3108
Slovakia Bank #4,14,810D80220,8011CA560,Sole Proprietorship #47603
India Bank #54,223950,8091D6220,800F70550,Partnership #41729
China Bank #280,113831,8054E56A0,800E2C9F0,Corporation #63282
Canada Bank #93,236908,80E76B330,8010AB760,Partnership #44736
Switzerland Bank #30,53736,813F0F130,8012E3A90,Corporation #48991
Canada Bank #43,136009,80E31A1B0,8010C8900,Sole Proprietorship #45910
Brazil Bank #28,248957,812163BC0,801266F00,Sole Proprietorship #6849
Sea Thrift,35086,813748240,8006CC240,Partnership #20558
Savings Bank of Madison,11,8001800C0,80006F150,Sole Proprietorship #197
First Bank of Fairfield,218072,81661E950,801481470,Partnership #4684
India Bank #236,26560,80A3BE550,800FD2270,Partnership #43380
Japan Bank #40,4,808000750,800E67880,Sole Proprietorship #41302
Germany Bank #85,24070,8019F0650,80096E760,Partnership #51031
Germany Bank #19,1768,801837150,80088C8A0,Sole Proprietorship #27913
Savings Bank of Detroit,394,80600C050,8000D2040,Sole Proprietorship #8911
Australia Bank #149,42130,80F9A4C60,801193960,Corporation #47605
China Bank #49,27,8034008E0,800CFEA20,Corporation #39792
First Bank of the West,13210,804A9C860,80025FA60,Partnership #50670
Golden Savings Bank,120336,8087B0D70,8011E9490,Partnership #14039
Germany Bank #586,110851,807E884F0,800ABD800,Sole Proprietorship #31371
National Bank of Indianapolis,3389,803869B00,801490110,Corporation #6173
Sunrise Credit Union,12592,804909D80,800211A60,Corporation #8664
First Bank of Lincoln,24633,811801910,8002E8600,Corporation #20473
National Bank of Philadelphia,11047,800F59620,8012D2D10,Partnership #6911
Saudi Arabia Bank #3,217,817206920,8013AFBA0,Partnership #62792
Italy Bank #744,129074,80ADC1CA0,800BD7730,Partnership #64682
Plateau Savings Bank,21260,8101983A0,80014A6C0,Partnership #18515
Crytpo Bank #21,169489,81ADB0D31,8015B10D0,Partnership #953
Switzerland Bank #7,112,813603DB0,8012BD7F0,Corporation #48862
Portugal Bank #42,24029,8077EEB30,8009641C0,Sole Proprietorship #51854
Spain Bank #628,8540,806C8ABC0,800B85300,Sole Proprietorship #32887
Japan Bank #50,15726,8064EB2C0,800EA02E0,Corporation #42702
National Bank of Albany,1638,8081336C0,800177E40,Partnership #68002
Savings Bank of the North,11255,8008DFE40,800129B40,Sole Proprietorship #1446
China Bank #119,19521,804FE2550,800E3C3F0,Sole Proprietorship #32783
India Bank #2,25,808B00950,800F02D80,Partnership #41351
China Bank #26,114919,80BC87650,800E3AFD0,Corporation #41736
National Bank of Lincoln,1439,800B2CA50,800154060,Partnership #1854
Bank of Detroit,247593,816BB9160,8013B5FC0,Sole Proprietorship #2958
Savings Bank of the North,11255,80095FE60,801516710,Sole Proprietorship #1563
India Bank #26,5,800080760,800EF3A30,Corporation #43466
Portugal Bank #122,22264,810BB79E0,80090F620,Corporation #35576
National Bank of the East,118681,80A07C960,80052B440,Corporation #56366
Germany Bank #141,12202,802EFD0F0,800A5E3C0,Corporation #30392
Netherlands Bank #419,237572,8104007F0,8009824E0,Corporation #29083
Italy Bank #364,32453,814076770,800C19BD0,Corporation #36878
Bank of Philadelphia,1217,803626680,800F2DAD0,Sole Proprietorship #41857
Brazil Bank #14,116,811D83C00,801210410,Sole Proprietorship #47969
Savings Bank of Columbus,22364,80243A800,800203C20,Sole Proprietorship #4953
France Bank #267,220270,809363110,800B6D780,Partnership #30920
Australia Bank #0,212,80F906C10,801136BC0,Corporation #48077
First Bank of Fairfield,371204,81A1D0420,8014EFFB0,Partnership #21714
The Pine Thrift,349,80180A8A0,8011E37D0,Partnership #2193
Mexico Bank #4,19,80BD80FA0,801005180,Partnership #43563
Germany Bank #99,15763,802DECFA0,8009ED540,Corporation #51934
Netherlands Bank #49,12274,801D7FF20,8008F1D40,Sole Proprietorship #54722
Future Community Bank,233005,8139710A0,8006A9580,Partnership #24256
Bank of Miami,12063,801B789B0,8012F24F0,Sole Proprietorship #1253
Germany Bank #23,11437,800CE50B0,8008C4880,Corporation #28597
First Bank of Harrisburg,39697,813A58EB0,800716C80,Partnership #60212
First Bank of Portland,1,8005006B0,800064120,Corporation #539
Switzerland Bank #23,153607,813AC05C0,8012DF810,Partnership #7948
France Bank #143,20798,80B209940,800B83060,Corporation #72358
National Bank of Pittsburgh,129402,81494BB40,80065B120,Partnership #21424
Dawn Bank,25526,80329DD40,80033A4C0,Corporation #5674
Saudi Arabia Bank #4,216,817386A50,8013AEEE0,Sole Proprietorship #49939
Bank of Madison,128019,819F20FE0,801567290,Partnership #23959
Italy Bank #212,3554,8085EF770,80096F900,Corporation #54306
Spain Bank #17,2293,80B347CF0,800927760,Partnership #27377
Bank of Phoenix,110777,808805AF0,8003F9BE0,Partnership #12172
Japan Bank #42,18,817800F80,8013AEEE0,Sole Proprietorship #49939
First Bank of Danbury,20,800280C80,800832F80,Sole Proprietorship #27170
Greece Bank #8,600,800F12A90,8008763C0,Corporation #28703
Bank of Indianapolis,11046,800E59590,8000FF5C0,Corporation #68133
China Bank #76,19931,803B6EB20,800E31C50,Corporation #41599
National Bank of Denver,28958,8073089A0,8013A0E70,Sole Proprietorship #10573
Japan Bank #42,18,813580FA0,8012B3F40,Sole Proprietorship #48846
UK Bank #19,7,80C880520,801049AD0,Corporation #54771
Spain Bank #237,211362,811A4D7A0,800AD2840,Corporation #36025
National Bank of Fairfield,1807,804938120,80018CCC0,Partnership #7852
Savings Bank of Madison,11,800500330,800E11270,Partnership #674
City National Bank,18324,80823CCB0,800520C40,Partnership #58391
Australia Bank #37,241036,80FC6C0C0,80114E740,Partnership #46478
Japan Bank #42,18,805A00FC0,800EF2B90,Corporation #42437
France Bank #2232,29433,811617A40,800A42760,Corporation #31900
Saudi Arabia Bank #14,163470,8175741C0,8013E8740,Corporation #1345
Greece Bank #7804,329236,80AA30CD0,800A43A20,Partnership #32311
Arbor Federal Bank,22481,80BA3EE50,8011A6420,Sole Proprietorship #15300
Bank of Arkadelphia,221284,8092834D0,801486BD0,Corporation #3233
First Bank of the West,11222,800E5EDE0,8004F7280,Sole Proprietorship #64673
Mexico Bank #0,46152,8111222E0,801138960,Corporation #32514
Germany Bank #34,423,80860D560,800BFFC90,Corporation #28840
France Bank #52,12503,803086D60,800914620,Sole Proprietorship #31778
Slovenia Bank #509,33923,801AA4770,80099DBE0,Corporation #28968
India Bank #54,223950,809CD61F0,800F718D0,Sole Proprietorship #59899
Japan Bank #45,29572,80661C4F0,800E78140,Sole Proprietorship #57551
Japan Bank #18,117286,8069D1400,800E54A60,Corporation #42422
Spain Bank #72,25634,802FA1600,8009A3C00,Corporation #29984
Savings Bank of Newport,4894,803B98800,801327740,Corporation #5281
Latvia Bank #605,212108,8093E4100,800AD4600,Partnership #54065
Baltech Cooperative Bank,121335,810E4FC80,80059B360,Sole Proprietorship #19601
Bank of Phoenix,22547,806E40E80,8002279C0,Sole Proprietorship #10178
First Bank of Newbury,29915,80BC26A90,8011B1CA0,Partnership #197
Germany Bank #106,3,801400690,800ADF400,Corporation #54438
Japan Bank #47,19836,8038EB910,800E6F2A0,Sole Proprietorship #40381
Acme Community Bank,118536,808DF8310,8005287E0,Corporation #16129
Mountain Bank,26453,8054BAD90,800372660,Corporation #7886
Bank of Milford,2545,80564FFA0,80141FCC0,Partnership #16357
India Bank #86,125882,80A0DDA20,800FB5230,Sole Proprietorship #8071
Plandor Community Bank,1394,80032BE20,8000C1B20,Corporation #359
National Bank of Seattle,224,801C07730,8015243F0,Sole Proprietorship #1639
Savings Bank of Billings,33599,8184198C0,801339960,Partnership #19773
Canada Bank #0,8,80C400340,80104D1B0,Corporation #45791
India Bank #63,24320,80A278750,800F850D0,Corporation #44549
Belgium Bank #21,425,80088D3D0,80084B020,Sole Proprietorship #31295
Sunrise Credit Union,27967,80C4E98D0,80063C9E0,Partnership #15379
First Bank of Pittsburgh,33715,80F41DEE0,8015645D0,Sole Proprietorship #8002
First Bank of Augusta,236628,8134E2D60,8013DFBE0,Partnership #15518
National Bank of Watertown,23041,803B507E0,8013620A0,Partnership #6167
Savings Bank of Madison,11,80D2002E0,80109A970,Corporation #51172
Savings Bank of Pittsburgh,3729,812974FF0,80124E250,Sole Proprietorship #24406
China Bank #10,9856,8039B4770,800CF3810,Corporation #41984
Israel Bank #29,158053,815D4B5F0,801395190,Partnership #48664
China Bank #13,29844,805124D70,800E19D90,Corporation #40799
Slovenia Bank #5613,32800,802A01780,800B86200,Sole Proprietorship #74378
Portugal Bank #122,22264,8013B7B80,80091AAC0,Sole Proprietorship #27514
First Bank of Portland,1,800780700,80142BC00,Partnership #1166
China Bank #42,692,803915D80,800D07AA0,Sole Proprietorship #52170
France Bank #52,12503,801B06C00,8009121C0,Sole Proprietorship #67997
Italy Bank #13,21444,803E9E580,8008D23A0,Corporation #30909
First Bank of Laramie,115128,80628DB80,800487EA0,Corporation #9319
Spain Bank #17,2293,802847D10,800A2FF60,Partnership #31552
India Bank #2,25,808E80B10,800F039E0,Corporation #55817
Bank of the South,28932,814688590,8003D2D00,Partnership #59576
National Bank of Chicago,22224,8029B6FA0,800F02BA0,Corporation #3621
Savings Bank of Detroit,394,80178C2A0,801489450,Corporation #8440
Italy Bank #127,1720,800735BA0,800880220,Partnership #67095
First Bank of Danbury,20,819600DB1,800705280,Partnership #61107
Portugal Bank #65,118763,80C57F230,8009255E0,Sole Proprietorship #31394
Brazil Bank #17,214,811E86CB0,80120AA20,Corporation #9
Belgium Bank #21,425,802B0D330,80084F520,Corporation #36767
Crytpo Bank #130,270392,81AA81BC1,8015B10D0,Partnership #953
