Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 18:44,16679,806AF0740,37022,8118146E0,47.03,US Dollar,47.03,US Dollar,Credit Card,0
2022/09/07 10:53,70,10042B780,26,80723A9B0,5657585.83,Rupee,5657585.83,Rupee,Cash,0
2022/09/02 09:45,163470,8173B4880,64657,817ABD1F0,16484.88,Saudi Riyal,16484.88,Saudi Riyal,Credit Card,0
2022/09/04 04:35,16293,802C73040,1835,802C719A0,3795.51,Euro,3795.51,Euro,ACH,0
2022/09/01 00:12,227269,80A742980,2,80EB70DF0,102337.1,Rupee,102337.1,Rupee,Cheque,0
2022/09/10 16:46,3202,80991A270,1889,80991A050,2724.12,US Dollar,2724.12,US Dollar,ACH,0
2022/09/01 17:48,148698,811F13C10,149034,812AA5810,15496.54,Brazil Real,15496.54,Brazil Real,Cheque,0
2022/09/06 07:11,70,10042B660,16262,8061C76B0,64699.26,US Dollar,64699.26,US Dollar,Cheque,0
2022/09/02 11:12,17,80D268780,135925,80D5930C0,3259.03,Canadian Dollar,3259.03,Canadian Dollar,Credit Card,0
2022/09/01 05:29,257858,815A560B0,14,815E50AC0,24586.94,Shekel,24586.94,Shekel,Credit Card,0
2022/09/08 15:21,22086,80583E3C0,4187,808268150,866.99,US Dollar,866.99,US Dollar,Cheque,0
2022/09/02 20:18,25634,805B072A0,2368,80855C850,8404.65,US Dollar,8404.65,US Dollar,Credit Card,0
2022/09/09 23:55,216,817148D20,163470,817A6EB90,4668495.55,Saudi Riyal,4668495.55,Saudi Riyal,Cheque,0
2022/09/02 19:26,270392,81A145B71,169671,81A2ACB11,0.011095,Bitcoin,0.011095,Bitcoin,Bitcoin,0
2022/09/04 03:07,11255,805089DD0,23319,80A105EC0,95.21,US Dollar,95.21,US Dollar,Credit Card,0
2022/09/01 00:24,5617,807544290,222559,809ABC4B0,6958.06,US Dollar,6958.06,US Dollar,Cheque,0
2022/09/09 00:34,70,10042B660,14648,81B53E020,213.47,US Dollar,213.47,US Dollar,Cheque,0
2022/09/03 00:58,210,811F16B10,248575,8123B4660,269.46,Brazil Real,269.46,Brazil Real,Cheque,0
2022/09/03 01:27,1,800E335A0,6058,8061A6B80,25.64,Euro,25.64,Euro,Cheque,0
2022/09/01 23:44,63834,8187DDA90,63834,8187DDA90,9474.17,Saudi Riyal,9474.17,Saudi Riyal,Reinvestment,0
2022/09/06 06:54,257741,81540CB40,157900,8154C0350,515.93,Shekel,515.93,Shekel,Cheque,0
2022/09/10 14:56,70,10042B660,118536,807F36880,139.29,US Dollar,139.29,US Dollar,Cheque,0
2022/09/09 19:27,38832,80A5065C0,21438,80A5098F0,276.27,US Dollar,276.27,US Dollar,Credit Card,0
2022/09/01 23:00,7530,8067A62C0,7530,8067A62C0,13.92,Euro,13.92,Euro,Reinvestment,0
2022/09/02 22:56,57466,815C5CEE0,160372,816796C70,5066.86,Shekel,5066.86,Shekel,Cheque,0
2022/09/01 21:44,11701,809A73F30,11701,809A73F30,17.57,US Dollar,17.57,US Dollar,Reinvestment,0
2022/09/09 15:54,38273,8159824C0,224266,815981020,264.3,Euro,264.3,Euro,Cash,0
2022/09/03 05:15,19300,811807610,47801,818EEA480,61.04,Euro,61.04,Euro,Cheque,0
2022/09/09 16:20,27356,8033881F0,211204,8050B5EE0,931.2,Yuan,931.2,Yuan,Cheque,0
2022/09/09 07:02,241256,80F3478D0,141352,80F9FCDD0,3565.2,Australian Dollar,3565.2,Australian Dollar,Cheque,0
2022/09/09 02:26,27737,806076810,22026,811C6EF60,242.42,Euro,242.42,Euro,ACH,0
2022/09/09 14:20,15740,8065F2700,19856,8067E4D30,503505.21,Yen,503505.21,Yen,Cheque,0
2022/09/03 17:25,42646,80FCA4D40,45104,810B4D2E0,1796.48,Australian Dollar,1796.48,Australian Dollar,Credit Card,0
2022/09/01 07:39,20,8002AD890,20,8002AD890,12.26,Euro,12.26,Euro,Reinvestment,0
2022/09/02 04:51,13703,8034998A0,1439,8082BA780,7643.35,US Dollar,7643.35,US Dollar,Cheque,0
2022/09/01 14:05,128098,80EE3D110,128098,80EE3D110,3178.75,US Dollar,3178.75,US Dollar,Reinvestment,0
2022/09/07 11:30,70,10042B6A8,122416,80DD78B80,22514.2,Euro,22514.2,Euro,Credit Card,0
2022/09/01 12:59,15607,8087A0970,30731,8198DAE40,1875.91,Euro,1875.91,Euro,Cash,0
2022/09/06 00:19,162111,81A0AB0A0,214107,808321B60,36.06,US Dollar,36.06,US Dollar,Credit Card,0
2022/09/09 00:00,19,80F30F190,141846,80FD06FA0,43.36,Australian Dollar,43.36,Australian Dollar,Credit Card,0
2022/09/02 16:34,350612,812867E60,150407,812863DE0,531.27,Brazil Real,531.27,Brazil Real,Credit Card,0
2022/09/02 11:00,36118,80232ED80,15607,80236B6B0,398.76,Euro,398.76,Euro,Cheque,0
2022/09/01 11:46,4308,805793A30,498,81510DA50,410.2,Euro,410.2,Euro,Credit Card,0
2022/09/05 16:23,25,8089B7F00,23642,8091FFD00,4539.6,Rupee,4539.6,Rupee,Credit Card,0
2022/09/06 23:27,222470,80DAE5B60,237246,80DD22C80,2397087.93,US Dollar,2397087.93,US Dollar,Cheque,0
2022/09/05 17:37,0,8001762C0,250127,816A4BFF0,3840.87,Euro,3840.87,Euro,Cheque,0
2022/09/05 21:47,111913,805CEE860,28168,814B64D30,64.62,US Dollar,64.62,US Dollar,Cash,0
2022/09/04 04:51,25304,802C60440,28560,8038703B0,772.83,Euro,772.83,Euro,Cheque,0
2022/09/01 19:33,70,10042B930,210,812F9EF20,9414.84,Brazil Real,9414.84,Brazil Real,Cash,0
2022/09/01 04:07,70,10042B660,216093,806336960,547.2,US Dollar,547.2,US Dollar,Credit Card,0
2022/09/10 14:31,20,80012B8F0,21828,802BA2430,240.42,US Dollar,240.42,US Dollar,Credit Card,0
2022/09/05 03:35,70,10042B8E8,245681,81119FFD0,20961.21,Mexican Peso,20961.21,Mexican Peso,Cheque,0
2022/09/01 15:44,31376,80335D8A0,31376,80335D8A0,2727.45,US Dollar,2727.45,US Dollar,Reinvestment,0
2022/09/09 10:20,3440,8054A3F60,40104,81B3429B0,38.66,US Dollar,38.66,US Dollar,ACH,0
2022/09/03 11:38,1394,8050F4E50,160896,81860D210,6312984.11,US Dollar,6312984.11,US Dollar,Cash,0
2022/09/01 11:31,70,10042BA08,66944,818E39A50,114658.95,Saudi Riyal,114658.95,Saudi Riyal,Cheque,0
2022/09/01 13:15,18084,803F7E3C0,213123,804F6B290,13901.87,US Dollar,13901.87,US Dollar,Cheque,0
2022/09/09 05:17,11047,801770C70,246656,81786D980,6225.35,US Dollar,6225.35,US Dollar,Cheque,0
2022/09/01 09:46,333238,80C18E570,232452,80C18D4E0,0.02,Ruble,0.02,Ruble,Cheque,0
2022/09/01 00:09,2293,80154C340,7522,805D4FCC0,5.46,Euro,5.46,Euro,Wire,0
2022/09/10 09:14,5033,803630DE0,3533,805E586D0,268.54,US Dollar,268.54,US Dollar,Cheque,0
2022/09/08 13:00,11,800A9D710,1639,8010F0560,5442.29,US Dollar,5442.29,US Dollar,Cash,0
2022/09/01 00:17,31694,8115398D0,31694,8115398D0,41.14,US Dollar,41.14,US Dollar,Reinvestment,0
2022/09/07 23:26,141465,80F30CCD0,141632,80F3696E0,5859.42,Australian Dollar,5859.42,Australian Dollar,Cheque,0
2022/09/01 09:10,216,8171547C0,63940,817835880,344952.54,Saudi Riyal,344952.54,Saudi Riyal,Cheque,0
2022/09/02 05:51,15763,803274CD0,214423,805771810,4251.88,Euro,4251.88,Euro,Credit Card,0
2022/09/05 04:22,7082,8034FA930,26922,81174AC80,10824.85,Yuan,10824.85,Yuan,Cheque,0
2022/09/06 16:19,144308,814D3F890,119593,8182C29A0,33.35,US Dollar,33.35,US Dollar,Credit Card,0
2022/09/01 21:19,3100,805087E20,13354,80FDD49B0,2997.82,US Dollar,2997.82,US Dollar,Cheque,0
2022/09/09 07:02,70426,81A308DC1,270308,81AF39861,0.072906,Bitcoin,0.072906,Bitcoin,Bitcoin,0
2022/09/01 15:07,2,8089EFBC0,239301,80EE026F0,38775.23,Rupee,38775.23,Rupee,Credit Card,0
2022/09/09 15:48,41348,80F258AA0,11,80F477DC0,69.34,Australian Dollar,69.34,Australian Dollar,Cheque,0
2022/09/07 09:18,17256,80DC62D20,26894,80F23DB50,2003.91,US Dollar,2003.91,US Dollar,Cheque,0
2022/09/09 02:32,27737,813922500,47749,816FE8430,25325.43,Euro,25325.43,Euro,Credit Card,0
2022/09/01 00:18,38786,804980D20,38786,804980D20,905.95,US Dollar,905.95,US Dollar,Reinvestment,0
2022/09/07 22:41,2692,801915080,3500,8052FB5E0,60.7,US Dollar,60.7,US Dollar,Cheque,0
2022/09/02 16:12,1595,80C551160,23848,80D80EFD0,215.16,Euro,215.16,Euro,Cheque,0
2022/09/05 17:50,211,813578260,54525,81491A350,27.55,Swiss Franc,27.55,Swiss Franc,Cash,0
2022/09/02 21:04,70,10042B660,11046,8009F7670,71.93,US Dollar,71.93,US Dollar,Cheque,0
2022/09/01 13:46,70,10042B6A8,25384,80257D670,399.26,Euro,399.26,Euro,Cash,0
2022/09/09 12:22,316428,814AF27D0,15875,814AFE000,196.08,US Dollar,196.08,US Dollar,ACH,0
2022/09/09 23:59,116473,807A830E0,67584,81AE63910,196.98,US Dollar,196.98,US Dollar,ACH,0
2022/09/07 20:05,169335,819949351,69289,819D85331,0.832271,Bitcoin,0.832271,Bitcoin,Bitcoin,0
2022/09/10 12:56,135933,80D314EB0,10,819EBB1D0,1260.34,Canadian Dollar,1260.34,Canadian Dollar,Credit Card,0
2022/09/02 13:22,215478,806FCC920,17180,808103490,4534.01,Yen,4534.01,Yen,Cheque,0
2022/09/05 12:51,14,801AF0C10,16934,80314C170,541.42,Euro,541.42,Euro,Credit Card,0
2022/09/09 23:39,3671,801D597A0,0,803196AE0,6936.88,Euro,6936.88,Euro,Cash,0
2022/09/08 03:00,22435,801E3C4D0,219788,80965A3D0,23.32,US Dollar,23.32,US Dollar,Credit Card,0
2022/09/03 10:33,149034,8124359A0,49750,812F227B0,815.75,Brazil Real,815.75,Brazil Real,Cash,0
2022/09/06 22:58,21828,8031EB6C0,2196,80CE7CAB0,709.71,US Dollar,709.71,US Dollar,Cheque,0
2022/09/05 12:56,1639,80855D3E0,6314,8196D8A60,15.0,US Dollar,15.0,US Dollar,Cheque,0
2022/09/01 23:45,24633,804201250,5571,805866400,161.63,US Dollar,161.63,US Dollar,Cheque,0
2022/09/01 00:13,272567,81B51B181,272567,81B51B181,0.403103,Bitcoin,0.403103,Bitcoin,Bitcoin,0
2022/09/08 23:57,135558,80D066EB0,36524,80D87C050,41167.73,Canadian Dollar,41167.73,Canadian Dollar,Cash,0
2022/09/04 04:27,135558,80CFECF60,135933,80D3E7CE0,1294.01,Canadian Dollar,1294.01,Canadian Dollar,Credit Card,0
2022/09/06 06:57,18520,805CCC360,224191,80A3581A0,12527.06,Euro,12527.06,Euro,Credit Card,0
2022/09/01 00:09,37238,81A52D970,37238,81A52D970,452.89,Euro,452.89,Euro,Reinvestment,0
2022/09/08 01:56,70,10042B6A8,6586,8048A6BA0,3140.67,Euro,3140.67,Euro,Cheque,0
2022/09/06 12:04,11255,801540590,1217,80E4C3530,310.13,US Dollar,310.13,US Dollar,Cheque,0
2022/09/09 09:56,3380,80945A4C0,124682,80945A3D0,358.36,US Dollar,358.36,US Dollar,ACH,0
2022/09/02 20:27,22086,800F636D0,21547,809706210,2772501.14,US Dollar,2772501.14,US Dollar,ACH,0
2022/09/02 13:52,223950,808FCD800,224257,8092D91E0,27904.06,Rupee,27904.06,Rupee,ACH,0
2022/09/01 19:40,1776,8019775C0,6971,8061475F0,117.33,Euro,117.33,Euro,Cash,0
2022/09/09 18:48,223950,8091727D0,223281,812922440,3176067.73,Rupee,3176067.73,Rupee,Cheque,0
2022/09/09 06:10,18,80AFF0B30,285,80C13F230,17199499.03,Ruble,17199499.03,Ruble,Cash,0
2022/09/07 23:50,40904,80F1FDFA0,41428,80F2A1150,2172.5,Australian Dollar,2172.5,Australian Dollar,Credit Card,0
2022/09/01 00:27,63779,81754FBE0,263025,81759E890,59627.18,Saudi Riyal,59627.18,Saudi Riyal,Cheque,0
2022/09/01 00:14,14620,80AD60890,14620,80AD60890,1008.89,Euro,1008.89,Euro,Reinvestment,0
2022/09/01 02:22,216492,807AC4470,13821,81B5BE5D0,1542902.59,US Dollar,1542902.59,US Dollar,Cash,0
2022/09/01 00:25,531,8018D3120,531,8018D3120,1183.79,US Dollar,1183.79,US Dollar,Reinvestment,0
2022/09/05 16:05,6809,808277850,22481,80A9E4F20,33.01,US Dollar,33.01,US Dollar,Credit Card,0
2022/09/06 04:40,210858,80475FE70,212405,80544FB30,298.46,Yuan,298.46,Yuan,ACH,0
2022/09/09 11:35,24,80C6EC9A0,233282,80C8AE820,155.58,UK Pound,155.58,UK Pound,Cash,0
2022/09/06 17:58,11255,800E8D0F0,11222,81B611620,82.96,US Dollar,82.96,US Dollar,Credit Card,0
2022/09/01 00:19,360916,817C42240,360916,817C42240,575.11,US Dollar,575.11,US Dollar,Reinvestment,0
2022/09/07 19:55,29915,819374D40,236259,81B21FCE0,72.99,US Dollar,72.99,US Dollar,Cheque,0
2022/09/01 09:26,3500,80E278950,58390,815DA6C50,9.2,US Dollar,9.2,US Dollar,Cheque,0
2022/09/01 00:25,27234,80D44B080,43217,81306B4C0,203641.42,US Dollar,203641.42,US Dollar,Cheque,0
2022/09/01 21:49,171723,81A5084C1,170727,81AFAFDF1,0.056972,Bitcoin,0.056972,Bitcoin,Bitcoin,0
2022/09/07 12:18,14,800271FC0,1390,80154B3E0,2.2,Euro,2.2,Euro,Cash,0
2022/09/01 18:42,214867,80CAC58E0,22129,818C20E50,3232.03,US Dollar,3232.03,US Dollar,Credit Card,0
2022/09/06 18:00,27175,80C48F870,27175,816637C20,6184.23,US Dollar,6184.23,US Dollar,Cheque,0
2022/09/07 21:21,19856,80671E4C0,17891,806F5B2E0,32774.4,Yen,32774.4,Yen,Cheque,0
2022/09/01 22:43,135925,80D264100,135558,80D3002D0,196.1,Canadian Dollar,196.1,Canadian Dollar,Cash,0
2022/09/08 02:55,23410,80BA8B290,150020,8186578D0,69.94,US Dollar,69.94,US Dollar,Cheque,0
2022/09/01 18:58,36524,80D76E070,36524,80D76E070,6.17,Canadian Dollar,6.17,Canadian Dollar,Reinvestment,0
2022/09/01 18:40,115216,80E7B5670,124173,8119EC410,535.19,US Dollar,535.19,US Dollar,Cheque,0
2022/09/10 16:22,19,80B06C9D0,230595,80BFBEEF0,52693.24,Ruble,52693.24,Ruble,Cheque,0
2022/09/04 15:09,21414,801657BB0,21260,80B479420,1069.06,US Dollar,1069.06,US Dollar,Cheque,0
2022/09/01 15:10,113002,80DB30B70,131099,80DB33CE0,1001.11,US Dollar,1001.11,US Dollar,ACH,0
2022/09/06 02:59,14,808E808D0,24820,80A2C5EF0,3510620.05,Rupee,3510620.05,Rupee,Cheque,0
2022/09/03 16:32,21939,80E947E10,241912,80F934860,16359.58,US Dollar,16359.58,US Dollar,ACH,0
2022/09/01 13:57,217226,80A62A7A0,216492,80C1D6870,830.86,US Dollar,830.86,US Dollar,Wire,0
2022/09/05 08:14,21444,80139D300,5383,80227F6B0,6.22,Euro,6.22,Euro,Credit Card,0
2022/09/05 15:54,18,81878F470,217,8187E3A70,45153.09,Saudi Riyal,45153.09,Saudi Riyal,Credit Card,0
2022/09/08 07:21,120229,80AE66EE0,230233,80D470B50,8971139.4,Euro,8971139.4,Euro,Cash,0
2022/09/04 06:54,23319,8015FBF70,215107,806FF4000,28251.96,US Dollar,28251.96,US Dollar,Cheque,0
2022/09/07 05:02,123800,808E30A70,24202,809164660,709290.96,Rupee,709290.96,Rupee,Credit Card,0
2022/09/05 13:44,349,8006593D0,1217,800910150,627.29,US Dollar,627.29,US Dollar,Cheque,0
2022/09/05 13:05,14172,801824B80,14640,801C12E80,3296.45,Euro,3296.45,Euro,Cheque,0
2022/09/04 09:37,70,10042B660,18270,80C79CE40,643.06,US Dollar,643.06,US Dollar,Cash,0
2022/09/01 00:17,18747,810CB9500,18747,810CB9500,15.54,US Dollar,15.54,US Dollar,Reinvestment,0
2022/09/09 17:18,600,800386670,211012,805B021D0,5893.05,Euro,5893.05,Euro,Cash,0
2022/09/05 10:02,111913,807268CF0,229619,81707EA50,17333.87,US Dollar,17333.87,US Dollar,Cheque,0
2022/09/09 16:57,11265,8063DD420,18903,807BF7CA0,13099.92,US Dollar,13099.92,US Dollar,Cash,0
2022/09/02 04:03,5621,803106500,531,803F47EA0,995.83,US Dollar,995.83,US Dollar,Cheque,0
2022/09/09 17:07,23760,8050FA6A0,13125,805857AB0,9038.57,US Dollar,9038.57,US Dollar,Cheque,0
2022/09/04 02:47,13821,80A4DFE30,22432,8163305F0,4894.89,US Dollar,4894.89,US Dollar,Credit Card,0
2022/09/02 14:34,219975,8084DE9A0,2692,815184F20,7752.5,US Dollar,7752.5,US Dollar,Credit Card,0
2022/09/07 03:39,22224,80D361630,140797,8194D8290,493877.67,US Dollar,493877.67,US Dollar,Cash,0
2022/09/06 22:24,1199,81624F1B0,61303,816CDD460,200015.34,Shekel,200015.34,Shekel,Cheque,0
2022/09/06 21:36,18,813D526D0,55081,8150A8B50,17.1,Swiss Franc,17.1,Swiss Franc,ACH,0
2022/09/03 03:02,1422,8005B2420,3202,805103A70,954.95,US Dollar,954.95,US Dollar,Cash,0
2022/09/08 18:30,115,81784C970,64657,8189B20D0,4909.23,Saudi Riyal,4909.23,Saudi Riyal,Cheque,0
2022/09/08 11:30,70,10042B660,256312,81580A9F0,154.36,US Dollar,154.36,US Dollar,Cheque,0
2022/09/08 01:20,210858,80419B810,17768,804A27BF0,2549.2,Yuan,2549.2,Yuan,Cash,0
2022/09/06 08:09,1217,8001E4480,1394,8006195F0,13646.53,US Dollar,13646.53,US Dollar,Cash,0
2022/09/02 14:21,163897,8176B2110,64057,8180F97B0,1165.24,Saudi Riyal,1165.24,Saudi Riyal,Cheque,0
2022/09/09 11:00,3,8018260B0,12055,8024871B0,1515.76,Euro,1515.76,Euro,Cheque,0
2022/09/05 20:22,216,8174F7080,63940,817617640,1797.0,Saudi Riyal,1797.0,Saudi Riyal,Credit Card,0
2022/09/04 04:21,21444,802B71610,1126,80928FEE0,0.14,Euro,0.14,Euro,Cheque,0
2022/09/05 01:43,22264,800FDF020,423,801249880,537.97,Euro,537.97,Euro,Credit Card,0
2022/09/02 14:15,70,10042B6A8,151442,816635A30,31274.76,Euro,31274.76,Euro,Cheque,0
2022/09/02 19:31,70,10042BA51,69314,819D2CF51,1.286183,Bitcoin,1.286183,Bitcoin,Bitcoin,0
2022/09/08 00:44,8811,805E0E880,6058,80BE32240,1218.85,Euro,1218.85,Euro,Credit Card,0
2022/09/07 12:43,19856,803C94740,19856,805C53410,1161886.88,Yen,1161886.88,Yen,Cheque,0
2022/09/09 18:31,2557,801F2A850,3460,801F31720,3445.88,Euro,3445.88,Euro,Cheque,0
2022/09/09 22:44,16505,8027F7390,15516,813FCADF0,68.76,Euro,68.76,Euro,Credit Card,0
2022/09/09 14:59,223281,80A7AEC70,227290,80A890930,41460422.72,Rupee,41460422.72,Rupee,Cash,0
2022/09/10 18:00,70,10042B6A8,162861,817C97070,117.92,Euro,117.92,Euro,Credit Card,0
2022/09/10 20:37,125222,80986CBA0,227113,80EC52DB0,254785.77,Rupee,254785.77,Rupee,Cheque,0
2022/09/01 00:24,254164,8199E9B60,254164,8199E9B60,2721.32,US Dollar,2721.32,US Dollar,Reinvestment,0
2022/09/09 08:11,11047,8009838F0,22547,807184CE0,2713.23,US Dollar,2713.23,US Dollar,Cheque,0
2022/09/05 04:41,70,10042B660,121007,80AB1CD30,5616.19,US Dollar,5616.19,US Dollar,Credit Card,0
2022/09/01 16:18,29779,804859810,210796,8097A1320,771.42,Yuan,771.42,Yuan,Cash,0
2022/09/02 01:14,150020,8155E3A90,27234,817586D90,363083.58,US Dollar,363083.58,US Dollar,Cheque,0
2022/09/01 20:19,24202,809799110,24820,809CB1330,47468.4,Rupee,47468.4,Rupee,ACH,0
2022/09/07 15:12,70,10042B6F0,231884,80FAA9BE0,9726.7,Yuan,9726.7,Yuan,Credit Card,0
2022/09/09 03:30,39842,80B1499A0,18491,80B1474F0,86.3,Euro,86.3,Euro,Credit Card,0
2022/09/01 11:10,18121,802F0E020,24455,8086036A0,3726666.24,Euro,3726666.24,Euro,Cheque,0
2022/09/05 19:43,19325,8082E3850,125980,809ADEEF0,184.83,US Dollar,184.83,US Dollar,ACH,0
2022/09/04 07:55,1889,800CD0470,1,8021EF280,990.3,US Dollar,990.3,US Dollar,Cheque,0
2022/09/07 22:08,164730,817F3AD20,217,81917F030,2181.67,Saudi Riyal,2181.67,Saudi Riyal,Cheque,0
2022/09/04 10:22,123520,80AF91FB0,12055,80CEE31E0,908.39,Euro,908.39,Euro,Cheque,0
2022/09/01 01:54,11222,8009E7F40,35145,80D58B3F0,244.83,US Dollar,244.83,US Dollar,Cheque,0
2022/09/05 01:47,224,801758F20,24633,80538C1F0,5783.16,US Dollar,5783.16,US Dollar,Cheque,0
2022/09/02 03:28,235805,80EFE4E80,230412,8101143E0,921.5,Euro,921.5,Euro,Wire,0
2022/09/01 17:03,423,801937BA0,228147,80C578CD0,2364.74,Euro,2364.74,Euro,Cheque,0
2022/09/05 13:37,3,80ACDEAD0,52130,8151658E0,6905.36,Euro,6905.36,Euro,ACH,0
2022/09/09 22:29,11222,800FF89C0,11222,800FF89C0,166.23,Swiss Franc,181.67,US Dollar,ACH,0
2022/09/05 16:49,170412,819DD53C1,169309,81A3071B1,0.049395,Bitcoin,0.049395,Bitcoin,Bitcoin,0
2022/09/02 23:17,122996,8142AAAD0,240242,819D235B0,49.12,US Dollar,49.12,US Dollar,ACH,0
2022/09/09 03:44,134019,8194A0F70,261535,81A88ADC0,84.67,US Dollar,84.67,US Dollar,Credit Card,0
2022/09/03 11:14,3,8002A1BB0,112876,811D201A0,1700.96,Euro,1700.96,Euro,Cheque,0
2022/09/04 13:51,20,8016F5700,25526,80FC23B50,396.95,US Dollar,396.95,US Dollar,ACH,0
2022/09/04 11:27,57466,816087390,158053,81614B1C0,2212.79,Shekel,2212.79,Shekel,Cheque,0
2022/09/04 21:39,70,10042B6A8,29433,814389B20,665.52,Euro,665.52,Euro,Credit Card,0
2022/09/04 01:52,24643,807BE5A40,26616,811C0D9F0,7740.52,Euro,7740.52,Euro,Credit Card,0
2022/09/04 06:42,237110,80FD03420,153524,81511E8B0,17445.41,US Dollar,17445.41,US Dollar,Cheque,0
2022/09/09 23:43,219,8134F15E0,154007,8141BF570,802.25,Swiss Franc,802.25,Swiss Franc,Cheque,0
2022/09/01 15:17,19413,8094B8EE0,225897,80A80D920,440241.82,Rupee,440241.82,Rupee,Credit Card,0
2022/09/04 00:18,116,811E27CE0,149034,81207C130,223.68,Brazil Real,223.68,Brazil Real,Credit Card,0
2022/09/09 15:22,115081,80AF43070,212108,8115CB160,2562.23,Euro,2562.23,Euro,Credit Card,0
2022/09/09 21:41,310576,80D53ADC0,15168,80D543770,3686.66,Yuan,3686.66,Yuan,ACH,0
2022/09/07 09:14,19413,8089DB2B0,23033,808E6C340,45279.66,Rupee,45279.66,Rupee,Credit Card,0
2022/09/02 17:17,13821,801B6F8B0,1889,80931D7D0,9071.25,US Dollar,9071.25,US Dollar,Cheque,0
2022/09/01 01:55,149891,812ADB320,149891,812ADB320,51046.31,Brazil Real,51046.31,Brazil Real,Reinvestment,0
2022/09/09 17:28,12,803B3CC20,148288,8146151A0,0.25,US Dollar,0.25,US Dollar,ACH,0
2022/09/03 22:04,349,80C6F77C0,229026,815188160,781.14,US Dollar,781.14,US Dollar,Cheque,0
